Episode,AverageReward,Hits,FalsePositives,Repeats
1565,0.7399999676272273,1,1,16
1566,-1.8500000648200512,0,1,17
1567,-0.17999999970197678,0,1,0
1568,0.0,0,0,0
1569,-0.05000000074505806,0,1,0
1570,-0.19999999925494194,0,1,0
1571,-0.09999999776482582,0,0,0
1572,-0.5500000063329935,0,0,0
1573,-2.0100000388920307,0,1,19
1574,-1.8600000301375985,0,1,18
1575,-1.9500000290572643,0,1,19
1576,-1.8500000275671482,0,1,18
1577,-1.9500000290572643,0,1,19
1578,-1.8550000274553895,0,1,18
1579,-0.6500000096857548,0,1,5
1580,-0.06000000052154064,0,0,0
1581,-0.05500000063329935,0,0,0
1582,-0.004999999888241291,0,0,0
1583,-0.2600000035017729,0,1,1
1584,-0.5500000063329935,0,0,0
1585,1.9050000412389636,1,1,0
1586,-0.19499999843537807,0,2,0
1587,-0.1549999974668026,0,0,0
1588,-0.09999999776482582,0,0,0
1589,-0.19999999552965164,0,0,0
1590,3.1599999153986573,2,0,17
1591,-1.8500000275671482,0,2,17
1592,-1.9050000319257379,0,2,18
1593,-3.9000000581145287,0,2,38
1594,-1.9500000290572643,0,1,19
1595,-0.6100000087171793,0,2,4
1596,-0.6950000114738941,0,2,1
1597,-0.004999999888241291,0,0,0
1598,-0.05500000063329935,0,0,0
1599,-0.05500000063329935,0,0,0
1600,-0.1499999975785613,0,0,0
1601,-0.10500000137835741,0,1,0
1602,0.0,0,0,0
1603,-0.05500000063329935,0,0,0
1604,-0.09999999776482582,0,0,0
1605,-0.09999999776482582,0,0,0
1606,-0.05500000063329935,0,0,0
1607,0.0,0,0,0
1608,-0.05500000063329935,0,1,0
1609,-0.16000000201165676,0,0,0
1610,0.6949999704957008,1,1,17
1611,-0.004999999888241291,0,0,0
1612,0.0,0,0,0
1613,-0.05000000074505806,0,0,0
1614,-0.05000000074505806,0,1,0
1615,-0.10500000137835741,0,1,0
1616,-0.15500000212341547,0,0,0
1617,0.0,0,0,0
1618,-0.004999999888241291,0,0,0
1619,-0.004999999888241291,0,0,0
1620,-0.10499999765306711,0,0,0
1621,0.0,0,0,0
1622,-0.1499999975785613,0,0,0
1623,-0.05000000074505806,0,1,0
1624,-0.10500000137835741,0,0,0
1625,-0.05500000063329935,0,1,0
1626,-0.009999999776482582,0,0,0
1627,-0.05000000074505806,0,0,0
1628,-0.11000000033527613,0,1,0
1629,-0.05000000074505806,0,1,0
1630,-0.2500000037252903,0,2,1
1631,-0.31000000424683094,0,2,1
1632,-0.05000000074505806,0,0,0
1633,-0.05000000074505806,0,0,0
1634,-0.05000000074505806,0,0,0
1635,-0.5450000064447522,0,0,0
1636,-0.5950000071898103,0,1,0
1637,1.9499999936670065,1,0,0
1638,-0.09999999776482582,0,0,0
1639,-0.3799999998882413,0,1,1
1640,-0.20999999716877937,0,1,0
1641,-0.1399999987334013,0,1,0
1642,-0.21000000275671482,0,2,0
1643,-0.05000000074505806,0,1,0
1644,-0.09499999787658453,0,0,0
1645,-0.24499999918043613,0,0,0
1646,-0.10499999765306711,0,0,0
1647,2.3999998876824975,1,0,0
1648,-0.09999999776482582,0,0,0
1649,-0.05500000063329935,0,0,0
1650,0.0,0,0,0
1651,-0.05500000063329935,0,0,0
1652,-0.1449999986216426,0,0,0
1653,2.26499988976866,1,0,0
1654,-0.24499999545514584,0,1,0
1655,-0.009999999776482582,0,0,0
1656,-0.5450000064447522,0,0,0
1657,-0.1549999974668026,0,0,0
1658,0.0,0,0,0
1659,-0.6500000078231096,0,1,0
1660,-0.29999999795109034,0,1,0
1661,-0.34000000078231096,0,2,1
1662,-0.6449999948963523,0,0,0
1663,-0.6449999948963523,0,0,0
1664,-0.28999999538064003,0,1,0
1665,-0.6499999947845936,0,0,0
1666,-1.9450000720098615,0,2,17
1667,-2.1400000751018524,0,2,19
1668,-2.000000074505806,0,1,18
1669,-3.6550000682473183,0,3,34
1670,1.2999999448657036,2,0,37
1671,3.1000000685453415,2,0,19
1672,-1.9500000290572643,0,1,19
1673,0.5999999716877937,1,0,19
1674,-2.0000000335276127,0,1,19
1675,-0.05500000063329935,0,1,0
1676,0.0,0,0,0
1677,-0.05500000063329935,0,0,0
1678,0.0,0,0,0
1679,-0.10500000137835741,0,0,0
1680,-0.21000000275671482,0,1,1
1681,-0.06000000052154064,0,0,0
1682,-0.11500000115483999,0,0,0
1683,-0.5500000063329935,0,0,0
1684,-0.5500000063329935,0,0,0
1685,-0.20000000298023224,0,1,1
1686,-0.05000000074505806,0,1,0
1687,-0.20499999728053808,0,1,0
1688,-0.05000000074505806,0,0,0
1689,-0.004999999888241291,0,0,0
1690,-0.16000000201165676,0,1,0
1691,-0.5500000063329935,0,0,0
1692,-0.5950000071898103,0,1,0
1693,-0.5500000063329935,0,0,0
1694,-0.09999999776482582,0,0,0
1695,-0.09999999776482582,0,0,0
1696,-1.6450000582262874,0,1,14
1697,-0.09999999776482582,0,0,0
1698,-1.9450000720098615,0,2,17
1699,-0.5500000100582838,0,2,3
1700,-0.1499999975785613,0,1,0
1701,-2.0950000807642937,0,2,19
1702,-0.1449999986216426,0,1,0
1703,-2.400000089779496,0,1,18
1704,-2.345000089146197,0,1,17
1705,-2.4500000923871994,0,1,18
1706,-1.0600000098347664,1,1,34
1707,-3.4150000661611557,0,2,31
1708,-1.9600000344216824,0,2,16
1709,-1.9000000283122063,0,1,18
1710,-0.6000000070780516,0,1,0
1711,-0.7399999983608723,0,0,0
1712,-0.5500000054016709,0,0,0
1713,-0.5450000064447522,0,0,0
1714,-1.9500000290572643,0,1,19
1715,-3.1500000543892384,0,2,30
1716,0.5999999716877937,1,0,19
1717,0.7449999703094363,1,2,16
1718,-2.105000041425228,0,2,19
1719,0.5949999690055847,1,0,19
1720,-1.8100000293925405,0,1,16
1721,-0.5550000052899122,0,0,0
1722,-1.5950000509619713,0,2,9
1723,-2.4500000923871994,0,1,18
1724,-2.250000079162419,0,2,15
1725,-0.5950000071898103,0,0,0
1726,-2.4500000923871994,0,1,18
1727,-2.1950000757351518,0,2,15
1728,-0.09999999776482582,0,0,0
1729,-1.9550000745803118,0,1,18
1730,-1.995000073686242,0,2,18
1731,-0.09999999776482582,0,0,0
1732,2.4050000021234155,1,0,0
1733,2.3999998876824975,1,0,0
1734,2.4050000021234155,1,0,0
1735,-0.09999999776482582,0,0,0
1736,-0.09999999776482582,0,0,0
1737,-0.09999999776482582,0,0,0
1738,-0.09499999787658453,0,0,0
1739,-0.05000000074505806,0,0,0
1740,2.2399998884648085,1,0,0
1741,-0.7050000065937638,0,1,0
1742,-1.105000026524067,0,1,4
1743,-0.7100000055506825,0,0,0
1744,-0.10000000149011612,0,0,0
1745,-0.7000000085681677,0,1,0
1746,-1.100000012665987,0,0,0
1747,-1.100000012665987,0,0,0
1748,-0.6450000070035458,0,1,0
1749,-1.100000012665987,0,0,0
1750,-2.4500000923871994,0,1,18
1751,-0.5950000071898103,0,0,0
1752,-0.6000000070780516,0,0,0
1753,-0.3449999997392297,0,1,1
1754,-0.1549999974668026,0,0,0
1755,-0.24499999545514584,0,0,0
1756,-0.3349999953061342,0,2,0
1757,-1.2700000256299973,0,2,7
1758,0.5499998107552528,1,0,18
1759,-3.800000064074993,0,3,36
1760,-2.0900000780820847,0,2,19
1761,-1.9500000746920705,0,1,18
1762,-2.0450000762939453,0,1,19
1763,-1.9000000702217221,0,1,17
1764,-0.6949999947100878,0,1,0
1765,-0.6349999960511923,0,0,0
1766,-0.6949999965727329,0,2,0
1767,-0.7349999947473407,0,3,0
1768,-0.6949999947100878,0,1,0
1769,1.9449999937787652,1,0,0
1770,-0.5500000063329935,0,0,0
1771,-2.250000082887709,0,1,16
1772,-0.20500000286847353,0,1,1
1773,2.5,1,0,0
1774,-0.5450000064447522,0,0,0
1775,-0.05000000074505806,0,0,0
1776,-0.05000000074505806,0,0,0
1777,-0.5500000063329935,0,0,0
1778,-1.7600000258535147,0,1,16
1779,0.9349999744445086,1,0,14
1780,0.6000000685453415,1,1,18
1781,-1.8000000268220901,0,2,16
1782,-1.9600000344216824,0,1,18
1783,-1.8000000268220901,0,1,17
1784,0.7949998565018177,1,2,15
1785,0.0,0,0,0
1786,-1.7550000296905637,0,3,15
1787,-1.905000027269125,0,1,18
1788,-1.1500000171363354,0,1,10
1789,2.4449999993667006,1,0,0
1790,-1.700000025331974,0,2,15
1791,-1.9000000283122063,0,1,18
1792,-1.7550000259652734,0,1,16
1793,-1.5550000229850411,0,2,13
1794,-1.8000000268220901,0,1,17
1795,-0.5500000081956387,0,3,3
1796,0.5949999652802944,1,0,18
1797,-1.9050000309944153,0,2,17
1798,-0.09999999776482582,0,0,0
1799,-0.3349999953061342,0,2,0
1800,-1.9000000283122063,0,1,18
1801,-3.7000000551342964,0,2,35
1802,-3.8000000566244125,0,2,36
1803,-3.700000062584877,0,3,34
1804,-1.7550000259652734,0,1,17
1805,-1.755000028759241,0,1,17
1806,-1.7650000313296914,0,1,16
1807,-0.5450000064447522,0,0,0
1808,2.3999998876824975,1,0,0
1809,-0.24499999918043613,0,1,0
1810,-0.1449999986216426,0,0,0
1811,-0.004999999888241291,0,0,0
1812,-0.15000000223517418,0,1,1
1813,2.4449999993667006,1,0,0
1814,0.0,0,0,0
1815,-1.9550000317394733,0,1,19
1816,-1.9500000290572643,0,1,18
1817,-0.600000006146729,0,0,0
1818,0.0,0,0,0
1819,-0.05000000074505806,0,1,0
1820,1.9499998791143298,1,0,0
1821,-0.5550000052899122,0,0,0
1822,-0.5950000071898103,0,0,0
1823,-0.6000000070780516,0,0,0
1824,-0.10500000137835741,0,0,0
1825,-0.5550000062212348,0,0,0
1826,-0.6899999966844916,0,0,0
1827,-0.650000006891787,0,0,0
1828,-0.5950000071898103,0,1,0
1829,0.0,0,0,0
1830,-0.10500000044703484,0,0,0
1831,1.7999999858438969,1,0,6
1832,-0.06000000052154064,0,1,0
1833,-2.0000000298023224,0,2,19
1834,-1.9000000283122063,0,1,18
1835,-0.09499999787658453,0,0,0
1836,-1.9000000283122063,0,1,18
1837,-1.7550000259652734,0,1,16
1838,-1.8050000304356217,0,1,16
1839,0.6000000685453415,1,1,18
1840,-1.8500000312924385,0,3,16
1841,-1.9000000283122063,0,1,18
1842,-0.9500000178813934,0,1,7
1843,-0.600000006146729,0,0,0
1844,-0.6499999947845936,0,0,0
1845,-0.6949999965727329,0,0,0
1846,-0.6449999948963523,0,1,0
1847,-0.6899999966844916,0,1,0
1848,-0.6899999948218465,0,0,0
1849,-1.9050000309944153,0,1,18
1850,-1.9000000283122063,0,1,18
1851,-1.9500000327825546,0,2,18
1852,-2.0450000762939453,0,1,19
1853,-2.140000082552433,0,2,19
1854,-1.9450000673532486,0,2,17
1855,-1.755000066012144,0,1,16
1856,-1.9000000702217221,0,1,17
1857,0.5049998089671135,1,0,18
1858,-0.1499999975785613,0,0,0
1859,2.349999887868762,1,0,0
1860,-0.19499999936670065,0,0,0
1861,-0.16000000201165676,0,0,0
1862,-0.05000000074505806,0,0,0
1863,-0.05000000074505806,0,0,0
1864,-0.15500000212341547,0,2,0
1865,-0.16000000201165676,0,0,0
1866,-0.15000000223517418,0,1,0
1867,-0.15500000212341547,0,2,0
1868,-1.8500000312924385,0,1,17
1869,-1.9000000283122063,0,1,18
1870,-1.9500000327825546,0,2,18
1871,-1.8600000338628888,0,2,17
1872,0.6499998150393367,1,0,17
1873,-2.0450000762939453,0,2,18
1874,-1.8500000312924385,0,1,17
1875,-1.9000000283122063,0,1,18
1876,-2.0900000780820847,0,2,18
1877,-1.855000065639615,0,1,16
1878,0.7950000204145908,1,2,15
1879,-2.8100000508129597,0,2,26
1880,-3.755000054836273,0,2,36
1881,-1.7550000613555312,0,1,15
1882,-1.8500000312924385,0,2,17
1883,-1.8000000268220901,0,2,16
1884,-1.995000071823597,0,1,18
1885,-1.9000000702217221,0,1,17
1886,-1.8000000659376383,0,1,16
1887,0.6499998196959496,1,1,16
1888,2.19999987911433,1,0,2
1889,-0.1549999974668026,0,1,0
1890,-0.08999999798834324,0,0,0
1891,-0.19499999843537807,0,2,0
1892,-0.1449999986216426,0,1,0
1893,2.4950000001117587,1,0,0
1894,-0.05500000063329935,0,1,0
1895,-0.004999999888241291,0,0,0
1896,-0.05000000074505806,0,1,0
1897,-0.054999999701976776,0,1,0
1898,-0.05000000074505806,0,0,0
1899,-2.0050000362098217,0,1,19
1900,-3.9000000581145287,0,2,38
1901,-3.9000000581145287,0,2,38
1902,-3.7000000551342964,0,2,36
1903,-1.9500000290572643,0,1,19
1904,-1.8150000358000398,0,2,17
1905,-1.8550000274553895,0,1,18
1906,-1.9500000290572643,0,1,19
1907,2.4950000001117587,1,0,0
1908,-2.0050000362098217,0,1,19
1909,-1.8550000274553895,0,1,18
1910,-1.8500000275671482,0,2,17
1911,-1.9500000290572643,0,1,19
1912,-1.9500000327825546,0,2,18
1913,-1.650000024586916,0,3,13
1914,0.7449999675154686,1,1,15
1915,-0.7550000110641122,0,1,6
1916,-0.16500000189989805,0,1,0
1917,-0.5500000081956387,0,3,3
1918,-1.9500000290572643,0,1,18
1919,0.5499999672174454,1,0,18
1920,-0.20000000298023224,0,1,0
1921,-0.15500000212341547,0,1,0
1922,-0.05000000074505806,0,0,0
1923,-0.05000000074505806,0,1,0
1924,0.0,0,0,0
1925,0.0,0,0,0
1926,0.0,0,0,0
1927,-0.004999999888241291,0,0,0
1928,-0.05000000074505806,0,0,0
1929,-0.05000000074505806,0,0,0
1930,-0.05500000063329935,0,0,0
1931,-0.10500000137835741,0,0,0
1932,-0.9000000134110451,0,1,7
1933,-0.2600000035017729,0,1,0
1934,-0.10000000149011612,0,0,0
1935,2.449999999254942,1,0,0
1936,0.0,0,0,0
1937,-0.05000000074505806,0,0,0
1938,-1.5500000230967999,0,1,14
1939,-0.10000000149011612,0,1,0
1940,-0.15500000212341547,0,2,0
1941,-0.10500000137835741,0,1,0
1942,-0.20000000298023224,0,2,0
1943,0.0,0,0,0
1944,-0.10000000149011612,0,1,0
1945,0.0,0,0,0
1946,-0.05000000074505806,0,0,0
1947,-0.2500000037252903,0,1,2
1948,-0.004999999888241291,0,0,0
1949,-0.009999999776482582,0,0,0
1950,-0.10000000149011612,0,1,0
1951,-0.05000000074505806,0,1,0
1952,0.0,0,0,0
1953,-0.10500000137835741,0,1,0
1954,-0.004999999888241291,0,0,0
1955,-0.004999999888241291,0,0,0
1956,-0.05000000074505806,0,1,0
1957,-0.09999999776482582,0,0,0
1958,-0.1449999986216426,0,0,0
1959,-0.24499999545514584,0,1,0
1960,-0.08999999798834324,0,0,0
1961,-0.19999999552965164,0,0,0
1962,-0.19999999552965164,0,0,0
1963,-0.09999999776482582,0,0,0
1964,-0.28499999549239874,0,0,0
1965,-0.28499999549239874,0,1,0
1966,-0.19999999552965164,0,0,0
1967,-0.1449999986216426,0,0,0
1968,-0.24499999545514584,0,1,0
1969,-0.23999999556690454,0,0,0
1970,-0.004999999888241291,0,0,0
1971,-0.3050000071525574,0,1,2
1972,0.0,0,0,0
1973,-0.05500000063329935,0,0,0
1974,-0.05500000063329935,0,0,0
1975,-0.05000000074505806,0,0,0
1976,-0.05500000063329935,0,0,0
1977,-0.05000000074505806,0,0,0
1978,4.944999999366701,2,0,0
1979,0.0,0,0,0
1980,-0.004999999888241291,0,0,0
1981,-0.004999999888241291,0,0,0
1982,-0.14499999769032001,0,0,0
1983,0.0,0,0,0
1984,-0.05000000074505806,0,1,0
1985,-0.05000000074505806,0,1,0
1986,-0.004999999888241291,0,0,0
1987,-0.19499999843537807,0,1,0
1988,-0.09999999776482582,0,0,0
1989,-0.09999999776482582,0,0,0
1990,-0.1999999973922968,0,1,0
1991,-0.15000000223517418,0,0,0
1992,-0.05000000074505806,0,0,0
1993,-0.05000000074505806,0,0,0
1994,-0.05000000074505806,0,0,0
1995,4.145000086165965,2,0,7
1996,-0.004999999888241291,0,0,0
1997,0.0,0,0,0
1998,-0.004999999888241291,0,0,0
1999,-0.004999999888241291,0,0,0
2000,-0.05000000074505806,0,0,0
2001,-0.10000000149011612,0,1,0
2002,2.5,1,0,0
2003,0.0,0,0,0
2004,-0.004999999888241291,0,0,0
2005,-0.10000000149011612,0,2,0
2006,-0.05000000074505806,0,0,0
2007,4.74999999627471,2,0,2
2008,-0.05000000074505806,0,0,0
2009,-0.1100000012665987,0,0,0
2010,-0.10500000137835741,0,1,0
2011,-0.05500000063329935,0,0,0
2012,-0.19499999843537807,0,1,0
2013,-0.09999999776482582,0,0,0
2014,-0.09999999776482582,0,0,0
2015,-0.23499999940395355,0,1,0
2016,-0.09999999776482582,0,0,0
2017,-0.09999999776482582,0,0,0
2018,-0.1549999974668026,0,0,0
2019,-0.10000000149011612,0,2,0
2020,-0.05000000074505806,0,1,0
2021,-0.06000000052154064,0,0,0
2022,-0.6000000070780516,0,1,0
2023,-0.5500000063329935,0,0,0
2024,-0.5450000064447522,0,1,0
2025,-0.6000000070780516,0,1,0
2026,-0.5500000063329935,0,0,0
2027,-1.6550000244751573,0,1,15
2028,-1.8050000295042992,0,2,16
2029,-0.05000000074505806,0,1,0
2030,-0.09999999776482582,0,0,0
2031,-0.1499999975785613,0,1,0
2032,-0.09999999776482582,0,0,0
2033,0.8399999756366014,1,0,16
2034,0.5949999690055847,1,0,19
2035,-2.050000037997961,0,2,19
2036,0.0,0,0,0
2037,-0.10500000137835741,0,1,0
2038,-0.09999999776482582,0,0,0
2039,-0.10500000137835741,0,0,0
2040,-0.10500000137835741,0,0,0
2041,-0.1099999975413084,0,0,0
2042,-0.05000000074505806,0,0,0
2043,-0.004999999888241291,0,0,0
2044,-0.05500000063329935,0,0,0
2045,0.0,0,0,0
2046,-0.05000000074505806,0,1,0
2047,-0.004999999888241291,0,0,0
2048,0.0,0,0,0
2049,-0.05000000074505806,0,0,0
2050,-0.20000000298023224,0,1,1
2051,-0.004999999888241291,0,0,0
2052,-0.15500000212341547,0,1,1
2053,0.0,0,0,0
2054,-0.004999999888241291,0,0,0
2055,-0.10000000149011612,0,1,0
2056,-0.20000000298023224,0,2,1
2057,-0.004999999888241291,0,0,0
2058,0.0,0,0,0
2059,-0.05000000074505806,0,0,0
2060,-0.05000000074505806,0,1,0
2061,-0.05000000074505806,0,0,0
2062,-0.05000000074505806,0,1,0
2063,0.0,0,0,0
2064,-0.05000000074505806,0,1,0
2065,0.0,0,0,0
2066,-0.15500000212341547,0,1,1
2067,-0.11500000022351742,0,1,0
2068,-0.009999999776482582,0,0,0
2069,-0.05500000063329935,0,1,0
2070,-0.09999999776482582,0,0,0
2071,-0.1449999986216426,0,0,0
2072,-0.1999999973922968,0,0,0
2073,-0.09499999787658453,0,0,0
2074,-0.1449999986216426,0,0,0
2075,0.0,0,0,0
2076,-0.1449999986216426,0,1,0
2077,-0.10499999765306711,0,0,0
2078,-0.09999999776482582,0,0,0
2079,2.2499999962747097,1,0,2
2080,-0.004999999888241291,0,0,0
2081,0.0,0,0,0
2082,0.0,0,0,0
2083,0.0,0,0,0
2084,0.849999975413084,1,0,16
2085,-0.10000000149011612,0,2,0
2086,2.449999999254942,1,0,0
2087,-0.004999999888241291,0,0,0
2088,-0.20000000298023224,0,1,1
2089,0.0,0,0,0
2090,-0.10000000149011612,0,1,0
2091,-0.10000000149011612,0,1,0
2092,-0.05000000074505806,0,0,0
2093,-0.05500000063329935,0,0,0
2094,-0.05000000074505806,0,0,0
2095,-0.10000000149011612,0,1,0
2096,0.0,0,0,0
2097,-0.06000000052154064,0,1,0
2098,0.0,0,0,0
2099,-0.05000000074505806,0,0,0
2100,-0.004999999888241291,0,0,0
2101,-0.15000000223517418,0,0,0
2102,0.0,0,0,0
2103,-0.1399999987334013,0,1,0
2104,-0.1449999986216426,0,1,0
2105,-0.09999999776482582,0,0,0
2106,-0.2900000000372529,0,2,1
2107,-0.28999999538064003,0,1,0
2108,0.0,0,0,0
2109,-0.009999999776482582,0,0,0
2110,-0.05000000074505806,0,1,0
2111,-0.05500000063329935,0,1,0
2112,-0.004999999888241291,0,0,0
2113,-0.15500000212341547,0,1,1
2114,0.0,0,0,0
2115,-0.255000002682209,0,2,0
2116,-0.004999999888241291,0,0,0
2117,0.0,0,0,0
2118,-0.05500000063329935,0,1,0
2119,0.0,0,0,0
2120,-0.15500000212341547,0,2,0
2121,-0.10000000149011612,0,1,0
2122,0.0,0,0,0
2123,-0.10000000149011612,0,1,0
2124,-0.05000000074505806,0,0,0
2125,0.0,0,0,0
2126,-0.05000000074505806,0,1,0
2127,-0.15500000212341547,0,1,1
2128,-0.10000000149011612,0,0,0
2129,-0.10000000149011612,0,0,0
2130,-0.20000000298023224,0,2,0
2131,-0.10000000149011612,0,1,0
2132,-0.05500000063329935,0,1,0
2133,-0.06000000052154064,0,0,0
2134,-0.19499999843537807,0,1,0
2135,-0.18999999854713678,0,0,0
2136,-0.23500000033527613,0,1,0
2137,-0.23999999556690454,0,1,0
2138,-0.09499999787658453,0,0,0
2139,-0.25499999802559614,0,1,0
2140,2.5,1,0,0
2141,-0.18999999854713678,0,1,0
2142,-0.09999999776482582,0,0,0
2143,-0.14999999850988388,0,1,0
2144,-0.05000000074505806,0,0,0
2145,-0.05000000074505806,0,1,0
2146,0.0,0,0,0
2147,-0.10500000137835741,0,1,0
2148,-0.11500000115483999,0,0,0
2149,-0.05000000074505806,0,1,0
2150,-0.05000000074505806,0,0,0
2151,2.5,1,0,0
2152,-0.05000000074505806,0,1,0
2153,-0.05500000063329935,0,1,0
2154,-0.05500000063329935,0,1,0
2155,-0.06000000052154064,0,0,0
2156,2.399999998509884,1,0,0
2157,-0.09999999776482582,0,0,0
2158,-0.1499999975785613,0,0,0
2159,-0.09999999776482582,0,0,0
2160,-0.1549999974668026,0,1,0
2161,-0.09999999776482582,0,0,0
2162,-0.09999999776482582,0,0,0
2163,-0.05500000063329935,0,0,0
2164,-0.10000000149011612,0,2,0
2165,-0.05000000074505806,0,1,0
2166,-0.09499999787658453,0,0,0
2167,-0.09999999776482582,0,0,0
2168,-0.16500000189989805,0,0,0
2169,-0.10499999765306711,0,0,0
2170,-0.09999999776482582,0,0,0
2171,-0.09999999776482582,0,0,0
2172,-0.09499999787658453,0,0,0
2173,-0.20500000286847353,0,1,0
2174,-0.1100000012665987,0,1,0
2175,-0.004999999888241291,0,0,0
2176,0.0,0,0,0
2177,-0.10000000149011612,0,2,0
2178,0.0,0,0,0
2179,2.5,1,0,0
2180,-0.21000000275671482,0,2,0
2181,-0.4299999997019768,0,1,1
2182,-0.19499999843537807,0,2,0
2183,-0.09999999776482582,0,0,0
2184,-0.19999999552965164,0,0,0
2185,-0.3849999997764826,0,2,1
2186,-0.2899999972432852,0,1,0
2187,-0.24499999545514584,0,1,0
2188,2.2599998898804188,1,0,0
2189,-0.19999999552965164,0,0,0
2190,-0.19499999564141035,0,0,0
2191,-0.19999999552965164,0,0,0
2192,-0.18999999575316906,0,0,0
2193,-0.1549999974668026,0,0,0
2194,-0.24499999545514584,0,1,0
2195,4.764999775215983,2,0,0
2196,-0.27499999571591616,0,0,0
2197,-0.20499999728053808,0,0,0
2198,-0.09999999776482582,0,0,0
2199,-0.09999999776482582,0,0,0
2200,-0.009999999776482582,0,0,0
2201,0.0,0,0,0
2202,0.0,0,0,0
2203,-0.004999999888241291,0,0,0
2204,-0.20500000286847353,0,2,1
2205,2.399999998509884,1,0,1
2206,-0.05000000074505806,0,1,0
2207,-0.05000000074505806,0,1,0
2208,2.289999888278544,1,0,0
2209,-0.18999999854713678,0,1,0
2210,-0.23999999556690454,0,0,0
2211,-0.09999999776482582,0,0,0
2212,0.0,0,0,0
2213,-0.19999999832361937,0,1,0
2214,0.0,0,0,0
2215,-0.05000000074505806,0,0,0
2216,0.0,0,0,0
2217,2.5,1,0,0
2218,-0.1499999975785613,0,1,0
2219,-0.14999999850988388,0,1,0
2220,-0.24000000022351742,0,1,1
2221,-0.27499999571591616,0,1,0
2222,-0.19999999552965164,0,0,0
2223,-0.19999999552965164,0,0,0
2224,-0.28999999538064003,0,1,0
2225,-0.24499999545514584,0,1,0
2226,-0.1499999975785613,0,1,0
2227,-0.09999999776482582,0,0,0
2228,-0.1399999987334013,0,0,0
2229,-0.19499999936670065,0,1,0
2230,-0.22999999579042196,0,0,0
2231,-0.18999999575316906,0,0,0
2232,-0.10499999765306711,0,0,0
2233,-0.1449999986216426,0,0,0
2234,-0.3399999998509884,0,1,1
2235,-0.3849999997764826,0,2,1
2236,-0.19999999552965164,0,0,0
2237,3.0049999058246613,2,0,19
2238,-1.9550000317394733,0,1,19
2239,-0.6150000086054206,0,2,4
2240,-0.24499999545514584,0,1,0
2241,-0.09999999776482582,0,0,0
2242,-0.28999999538064003,0,1,0
2243,-0.3349999999627471,0,1,1
2244,-0.19499999564141035,0,0,0
2245,2.2599998898804188,1,0,0
2246,-0.24499999545514584,0,1,0
2247,-0.3399999998509884,0,1,1
2248,-0.19999999552965164,0,0,0
2249,-0.19499999564141035,0,0,0
2250,-0.19999999552965164,0,0,0
2251,-0.19499999564141035,0,0,0
2252,-0.3349999999627471,0,1,1
2253,0.0,0,0,0
2254,-0.15500000212341547,0,1,1
2255,0.0,0,0,0
2256,-0.05500000063329935,0,0,0
2257,-0.009999999776482582,0,0,0
2258,0.0,0,0,0
2259,-0.5000000074505806,0,2,3
2260,-0.004999999888241291,0,0,0
2261,-0.15500000212341547,0,2,0
2262,-0.10000000149011612,0,0,0
2263,0.0,0,0,0
2264,2.449999999254942,1,0,0
2265,-0.05500000063329935,0,1,0
2266,0.0,0,0,0
2267,-0.05500000063329935,0,0,0
2268,-0.05000000074505806,0,1,0
2269,-0.30000000447034836,0,2,2
2270,-0.10500000137835741,0,1,0
2271,-0.11000000033527613,0,0,0
2272,-0.05000000074505806,0,0,0
2273,-0.05500000063329935,0,1,0
2274,2.5,1,0,0
2275,-0.05000000074505806,0,0,0
2276,0.0,0,0,0
2277,-0.05000000074505806,0,0,0
2278,-0.05500000063329935,0,1,0
2279,-0.10000000149011612,0,1,0
2280,-0.10500000137835741,0,0,0
2281,-0.05000000074505806,0,1,0
2282,-0.05500000063329935,0,1,0
2283,-0.05000000074505806,0,1,0
2284,0.0,0,0,0
2285,2.5,1,0,0
2286,-0.004999999888241291,0,0,0
2287,-0.05000000074505806,0,1,0
2288,-0.09999999776482582,0,0,0
2289,0.0,0,0,0
2290,2.4950000001117587,1,0,0
2291,-0.10000000149011612,0,1,0
2292,-0.15000000223517418,0,1,1
2293,-0.20000000298023224,0,2,0
2294,-0.09499999787658453,0,0,0
2295,-0.20499999728053808,0,1,0
2296,-0.09999999776482582,0,0,0
2297,-1.0450000138953328,0,1,9
2298,-0.09999999776482582,0,0,0
2299,-1.1400000154972076,0,1,10
2300,-1.6100000236183405,0,2,14
2301,-1.9500000290572643,0,1,19
2302,-0.1549999974668026,0,0,0
2303,-0.23999999836087227,0,2,0
2304,-0.1999999973922968,0,1,0
2305,-1.9550000317394733,0,1,19
2306,-1.9550000317394733,0,1,19
2307,-1.9550000317394733,0,1,19
2308,-2.0000000335276127,0,1,19
2309,-0.1449999986216426,0,1,0
2310,-1.7550000296905637,0,2,16
2311,-1.8550000274553895,0,1,18
2312,-1.8550000274553895,0,1,18
2313,-1.9000000283122063,0,1,18
2314,-1.8050000267103314,0,1,17
2315,0.0,0,0,0
2316,-0.10000000149011612,0,2,0
2317,0.0,0,0,0
2318,-0.06000000052154064,0,0,0
2319,-0.004999999888241291,0,0,0
2320,-0.05500000063329935,0,0,0
2321,-0.06000000052154064,0,1,0
2322,-0.10500000137835741,0,1,0
2323,-0.05000000074505806,0,0,0
2324,-0.05500000063329935,0,1,0
2325,-0.06000000052154064,0,1,0
2326,-0.20500000286847353,0,1,1
2327,0.0,0,0,0
2328,-0.1999999973922968,0,1,0
